category,name,quantity,price,date
notebooks-papers,English Sheets (Premium Quality),1 unit,Rs. 225,2023-10-11
notebooks-papers,Envelope A4 Brown,1 unit,Rs. 240,2023-10-11
notebooks-papers,Envelope A4 White,1 unit,Rs. 280,2023-10-11
notebooks-papers,Math Sheets (Premium Quality),1 unit,Rs. 225,2023-10-11
notebooks-papers,Money Envelope (6pcs),1 unit,Rs. 180,2023-10-11
notebooks-papers,My First Encyclopedia,1 unit,Rs. 130,2023-10-11
notebooks-papers,Narrow Line Sheets,1 unit,Rs. 182,2023-10-11
notebooks-papers,Narrow Line Sheets (Premium Quality),1 unit,Rs. 225,2023-10-11
notebooks-papers,Picture Dictionary Activity Book,1 unit,Rs. 230,2023-10-11
notebooks-papers,Register 3 In 1 #210,1 unit,Rs. 225,2023-10-11
notebooks-papers,Register Broad Line #260,5 unit,Rs. 325,2023-10-11
notebooks-papers,Register Broad Line #355,1 unit,Rs. 380,2023-10-11
notebooks-papers,Register Broad Line 210#,1 unit,Rs. 225,2023-10-11
notebooks-papers,Register Narrow Line #210,1 unit,Rs. 225,2023-10-11
learning-books,Fairytales Story Book,1 unit,Rs. 299,2023-10-11
learning-books,Islamic Story Book,1 unit,Rs. 299,2023-10-11
learning-books,Poem Books With 3D Glasses,1 unit,Rs. 370,2023-10-11
learning-books,Reading Books 5 In 1,1 unit,Rs. 270,2023-10-11
learning-books,Story Book Eves,1 unit,Rs. 250,2023-10-11
learning-books,Urdu Story Books,1 unit,Rs. 150,2023-10-11
toys,Deck Cards,1 unit,Rs. 230,2023-10-11
toys,Fidget Spinner Small 3 inches,1 unit,Rs. 200,2023-10-11
toys,Fidget Spinner Small 4 inches,1 unit,Rs. 280,2023-10-11
toys,LCD Tab 8.5 inches,1 unit,Rs. 1010,2023-10-11
toys,Ludo Beats Jar,1 unit,Rs. 200,2023-10-11
toys,Ludo Large,1 unit,Rs. 440,2023-10-11
toys,Ludo Small,1 unit,Rs. 180,2023-10-11
toys,Magic Slate Large,1 unit,Rs. 680,2023-10-11
toys,Magic Slate Medium,1 unit,Rs. 470,2023-10-11
toys,Magnet Block 123,1 unit,Rs. 590,2023-10-11
toys,Magnet Block ABC,1 unit,Rs. 590,2023-10-11
toys,Monopoly Game,1 unit,Rs. 660,2023-10-11
toys,ONO Game,1 unit,Rs. 560,2023-10-11
toys,Poppet Toy,1 unit,Rs. 270,2023-10-11
toys,scrabble Game,1 unit,Rs. 750,2023-10-11
toys,White Board 5 in 1,1 unit,Rs. 349,2023-10-11
art-crafts,Acrylic Color 12S,1 unit,Rs. 830,2023-10-11
art-crafts,Air Pump Baloon,1 unit,Rs. 280,2023-10-11
art-crafts,Balloon 25pcs,1 unit,Rs. 350,2023-10-11
art-crafts,Balloon 8pcs,1 unit,Rs. 100,2023-10-11
art-crafts,Balloon Heart Shape 8 Pcs,1 unit,Rs. 200,2023-10-11
art-crafts,Color Kit (42),1 unit,Rs. 710,2023-10-11
art-crafts,Color kit (68),68 piece,Rs. 1190,2023-10-11
art-crafts,Crystal Paint Brush 6Pcs,1 unit,Rs. 350,2023-10-11
art-crafts,Crystal Paint Brush Round 6pcs,1 unit,Rs. 350,2023-10-11
art-crafts,Dollar Bliss Ink Pen 2Pcs,1 unit,Rs. 240,2023-10-11
art-crafts,Gift Bag Large,1 unit,Rs. 150,2023-10-11
art-crafts,Gift Bag Medium,1 unit,Rs. 100,2023-10-11
art-crafts,Gift Bag Small,1 unit,Rs. 50,2023-10-11
art-crafts,Glitter Color Pen Set 12Pcs,1 unit,Rs. 499,2023-10-11
art-crafts,Glitter Sheet Multi Color 6Pcs,1 unit,Rs. 499,2023-10-11
art-crafts,Glue Gun Large,1 unit,Rs. 810,2023-10-11
art-crafts,Glue Gun Small,1 unit,Rs. 440,2023-10-11
art-crafts,Golden Marker,1 unit,Rs. 299,2023-10-11
art-crafts,Goldfish Color Pencil Small,1 unit,Rs. 200,2023-10-11
art-crafts,Goldfish Crayons Jumbo,1 unit,Rs. 350,2023-10-11
art-crafts,Ice Cream Stick Colored 4.5 inches,1 unit,Rs. 80,2023-10-11
art-crafts,Ice Cream Sticks 6 inch Brown,1 unit,Rs. 90,2023-10-11
art-crafts,Multi Color Straw Packet,1 unit,Rs. 299,2023-10-11
art-crafts,Play Dough Multi Color 12Pcs,1 unit,Rs. 220,2023-10-11
art-crafts,Pointer Black 4S,1 unit,Rs. 210,2023-10-11
art-crafts,Pointer Blue 4Pcs,1 unit,Rs. 210,2023-10-11
art-crafts,Pointer Multi Color 12Pcs,1 unit,Rs. 499,2023-10-11
art-crafts,Pom Pom,1 unit,Rs. 240,2023-10-11
art-crafts,Poster Color 6+1,1 unit,Rs. 350,2023-10-11
art-crafts,Scissors (Medium),1 unit,Rs. 280,2023-10-11
office-supplies,Blue Marker Permanent 2 Pcs,1 unit,Rs. 195,2023-10-11
office-supplies,Blue Marker Temporary 2 Pcs,1 unit,Rs. 220,2023-10-11
office-supplies,Button File Folder,1 unit,Rs. 80,2023-10-11
office-supplies,Clipboard Character,1 unit,Rs. 200,2023-10-11
office-supplies,Clipboard Transparent,1 unit,Rs. 350,2023-10-11
office-supplies,Common Pins,1 unit,Rs. 45,2023-10-11
office-supplies,Disposable Glass 10s,1 unit,Rs. 330,2023-10-11
office-supplies,Disposable Plate 10s,1 unit,Rs. 250,2023-10-11
office-supplies,Disposable Spoon 10s,1 unit,Rs. 99,2023-10-11
office-supplies,Dollar Permanent Blue Ink,1 unit,Rs. 95,2023-10-11
office-supplies,Double Tape Tissue,1 unit,Rs. 160,2023-10-11
office-supplies,Green Marker Permanent 2 PCs,1 unit,Rs. 195,2023-10-11
office-supplies,High Lighter Blue,1 unit,Rs. 100,2023-10-11
office-supplies,High Lighter Neon Color,1 unit,Rs. 100,2023-10-11
office-supplies,Paper Clips,1 unit,Rs. 90,2023-10-11
office-supplies,Paper Cutter,1 unit,Rs. 80,2023-10-11
office-supplies,Piano Black Ink 60ml,1 unit,Rs. 120,2023-10-11
office-supplies,Silver Marker,1 unit,Rs. 199,2023-10-11
office-supplies,Stamp Pad Ink,1 unit,Rs. 110,2023-10-11
office-supplies,Stamp Pads,1 unit,Rs. 150,2023-10-11
office-supplies,Stapler Large,1 unit,Rs. 590,2023-10-11
office-supplies,Stapler Pins 10#,1 unit,Rs. 80,2023-10-11
office-supplies,Stapler Pins 24-6,1 unit,Rs. 135,2023-10-11
office-supplies,Stapler Small,1 unit,Rs. 470,2023-10-11
office-supplies,Sticky Notes 4 in 1,1 unit,Rs. 200,2023-10-11
office-supplies,Sticky Notes Extra Large,1 unit,Rs. 290,2023-10-11
office-supplies,Sticky Notes Large,1 unit,Rs. 180,2023-10-11
office-supplies,White Board Large,1 unit,Rs. 600,2023-10-11
office-supplies,White Board Medium,1 unit,Rs. 400,2023-10-11
office-supplies,White Board Small,1 unit,Rs. 450,2023-10-11
bags-pouches,Fabric Pouch,1 unit,Rs. 150,2023-10-11
bags-pouches,Transparent Pouch,1 unit,Rs. 60,2023-10-11
instant-noodles,Knorr Blazin Flavoured Instant Noodles,124 gm,Rs. 200,2023-10-11
instant-noodles,Knorr Chatt Patta Instant Noodles,61 gm,Rs. 80,2023-10-11
instant-noodles,Knorr Chatt Patta Noodles Family Pack,1 bunch,Rs. 295,2023-10-11
instant-noodles,Knorr Chicken Instant Noodles,61 gm,Rs. 80,2023-10-11
instant-noodles,Knorr Chicken Noodles Family Pack Save Rs.10,1 bunch,Rs. 310,2023-10-11
instant-noodles,Shan Shoop Chattpata Noodles 65gm,65 gm,Rs. 65,2023-10-11
instant-noodles,Shan Shoop Chicken 4 Packs Bundle,1 unit,Rs. 250,2023-10-11
instant-noodles,Shan Shoop Chicken Instant Noodle,34 gm,Rs. 40,2023-10-11
instant-noodles,Shan Shoop Chicken Instant Noodles,65 gm,Rs. 60,2023-10-11
instant-noodles,Shoop Masala Noodle,34 gm,Rs. 40,2023-10-11
biscuits-and-cookies,Bisconni Chip Hop Chocolate Cookies Pack,1 unit,Rs. 198,2023-10-11
biscuits-and-cookies,Biconni Cocomo Strawberry 1x24,1 unit,Rs. 224,2023-10-11
biscuits-and-cookies,Lotte Choco Pie Strawberry & Cream,1 unit,Rs. 313,2023-10-11
biscuits-and-cookies,Peek Freans Original Butter Puff Snack Pack,80 gm,Rs. 304,2023-10-11
biscuits-and-cookies,Peek Freans Party Pik Snack pack box,28 gm,Rs. 300,2023-10-11
biscuits-and-cookies,Peek Freans Sooper Snack Pack Box,1 unit,Rs. 304,2023-10-11
biscuits-and-cookies,Pista Pik Half Roll Box,1 unit,Rs. 300,2023-10-11
biscuits-and-cookies,MAYFAIR A1 BISCUITS HR RS.20 (1X12) Box,1 unit,Rs. 265,2023-10-11
biscuits-and-cookies,MAYFAIR A1 BISCUITS JHR RS.30 (1x8) BOX,1 unit,Rs. 265,2023-10-11
biscuits-and-cookies,MAYFAIR CREMO BISCUITS STRAWBERRY HR Rs.30 (1X8) BOX,1 unit,Rs. 250,2023-10-11
biscuits-and-cookies,MAYFAIR PUFF PASTRY HEARTS RS.10 (1X24) BOX,1 unit,Rs. 260,2023-10-11
biscuits-and-cookies,MAYFAIR WOW STRAWBELLA 48 PCS,1 unit,Rs. 240,2023-10-11
biscuits-and-cookies,LU Bakeri Butter SP (1x6),1 unit,Rs. 240,2023-10-11
biscuits-and-cookies,LU Bakeri Classic HR (1X8) BOX,1 unit,Rs. 120,2023-10-11
biscuits-and-cookies,LU Bakeri Nan Khatai Family Pack,1 unit,Rs. 80,2023-10-11
biscuits-and-cookies,Lu Bakeri NanKhatai SP (1x6),1 unit,Rs. 240,2023-10-11
biscuits-and-cookies,Lu Candi Original SP (1x6),1 unit,Rs. 240,2023-10-11
biscuits-and-cookies,Lu Wheatable High Fibre Snack Pack,1 unit,Rs. 40,2023-10-11
biscuits-and-cookies,LU Wheatable High Fibre SP (1x6),1 unit,Rs. 240,2023-10-11
biscuits-and-cookies,LU Wheatable HighFiber Family Pack,1 unit,Rs. 90,2023-10-11
biscuits-and-cookies,Lu Wheatable Sugar Free SP (1x6),1 unit,Rs. 250,2023-10-11
biscuits-and-cookies,LU Wheatable Sugar Free TP (1X12),1 unit,Rs. 240,2023-10-11
biscuits-and-cookies,Lu Zeera Plus SP (1x6),1 unit,Rs. 240,2023-10-11
biscuits-and-cookies,Bisconni Cocomo - Rs. 20 Milk (1x12)Box,1 unit,Rs. 240,2023-10-11
biscuits-and-cookies,Bisconni Cocomo Milk TP (1X24),1 unit,Rs. 240,2023-10-11
biscuits-and-cookies,Bisconni Cocomo Milky Standup Pouch Small,1 unit,Rs. 50,2023-10-11
biscuits-and-cookies,Bisconni Cocomo Orange TP (1X24),1 unit,Rs. 240,2023-10-11
biscuits-and-cookies,Lotte Choco Pie Box,1 unit,Rs. 340,2023-10-11
biscuits-and-cookies,Butter Puff Munch Pack,1 unit,Rs. 360,2023-10-11
biscuits-and-cookies,Choco lava munch pack,1 unit,Rs. 240,2023-10-11
chips-and-nimko,Nimcos Chilli Ringz Crackers,100 gm,Rs. 315,2023-10-11
chips-and-nimko,Nimcos Dal Moong,200 gm,Rs. 315,2023-10-11
chips-and-nimko,Nimcos Salty Potato Sticks,180 gm,Rs. 264,2023-10-11
